date,equity,drawdown_pct,open_positions,open_forming,open_confirmed
2024-07-09,104989.87,-0.13,3,2,1
2024-07-10,105262.85,0.0,3,2,1
2024-07-11,104881.8,-0.36,3,2,1
2024-07-12,104732.77,-0.5,3,2,1
2024-07-15,104607.17,-0.62,3,2,1
2024-07-16,104484.38,-0.74,3,2,1
2024-07-17,103527.09,-1.65,3,2,1
2024-07-18,103413.79,-1.76,4,3,1
2024-07-19,103189.87,-1.97,4,3,1
2024-07-22,103350.64,-1.82,4,3,1
2024-07-23,103346.01,-1.82,4,3,1
2024-07-24,102902.91,-2.24,3,3,0
2024-07-25,102777.16,-2.36,2,2,0
2024-07-26,102917.01,-2.23,2,2,0
2024-07-29,102947.16,-2.2,2,2,0
2024-07-30,102927.16,-2.22,2,2,0
2024-07-31,103143.64,-2.01,3,3,0
2024-08-01,102917.5,-2.23,3,3,0
2024-08-02,102174.36,-2.93,2,2,0
2024-08-05,101851.72,-3.24,2,2,0
2024-08-06,102053.45,-3.05,2,2,0
2024-08-07,102048.18,-3.05,2,2,0
2024-08-08,102233.01,-2.88,2,2,0
2024-08-09,102221.09,-2.89,2,2,0
2024-08-12,102066.52,-3.04,2,2,0
2024-08-13,102235.72,-2.88,2,2,0
2024-08-14,102303.96,-2.81,3,3,0
2024-08-15,102854.26,-2.29,2,2,0
2024-08-16,102895.32,-2.25,3,3,0
2024-08-19,103293.11,-1.87,4,3,1
2024-08-20,103391.05,-1.78,4,3,1
2024-08-21,103482.16,-1.69,4,3,1
2024-08-22,103266.17,-1.9,4,3,1
2024-08-23,103539.87,-1.64,4,3,1
2024-08-26,103434.5,-1.74,4,3,1
2024-08-27,103445.69,-1.73,4,3,1
2024-08-28,103122.9,-2.03,4,3,1
2024-08-29,103119.79,-2.04,4,3,1
2024-08-30,103172.93,-1.99,4,3,1
2024-09-03,102620.66,-2.51,4,3,1
2024-09-04,102471.24,-2.65,3,2,1
2024-09-05,102360.64,-2.76,3,2,1
2024-09-06,101965.25,-3.13,3,2,1
2024-09-09,102051.07,-3.05,3,2,1
2024-09-10,102032.15,-3.07,3,2,1
2024-09-11,102152.69,-2.95,3,2,1
2024-09-12,102349.67,-2.77,3,2,1
2024-09-13,102461.37,-2.66,3,2,1
2024-09-16,102625.96,-2.51,3,2,1
2024-09-17,102589.09,-2.54,3,2,1
2024-09-18,102543.81,-2.58,3,2,1
2024-09-19,103215.77,-1.94,3,2,1
2024-09-20,103067.22,-2.09,5,2,3
2024-09-23,103469.77,-1.7,5,2,3
2024-09-24,103677.31,-1.51,7,3,4
2024-09-25,103856.57,-1.34,7,3,4
2024-09-26,104237.42,-0.97,5,3,2
2024-09-27,103955.63,-1.24,5,3,2
2024-09-30,103884.45,-1.31,5,3,2
2024-10-01,103632.86,-1.55,5,3,2
2024-10-02,103521.17,-1.65,5,3,2
2024-10-03,103564.39,-1.61,5,3,2
2024-10-04,103971.71,-1.23,5,3,2
2024-10-07,103944.68,-1.25,4,3,1
2024-10-08,104269.28,-0.94,4,3,1
2024-10-09,104306.1,-0.91,5,3,2
2024-10-10,104162.21,-1.05,4,2,2
2024-10-11,104356.86,-0.86,4,2,2
2024-10-14,104475.7,-0.75,4,2,2
2024-10-15,103934.36,-1.26,4,2,2
2024-10-16,104115.6,-1.09,5,2,3
2024-10-17,104150.9,-1.06,5,2,3
2024-10-18,104473.0,-0.75,5,2,3
2024-10-21,104864.94,-0.38,7,3,4
2024-10-22,104625.27,-0.61,6,2,4
2024-10-23,103938.23,-1.26,6,2,4
2024-10-24,104165.94,-1.04,5,1,4
2024-10-25,104690.03,-0.54,6,2,4
2024-10-28,104654.01,-0.58,6,2,4
2024-10-29,104814.52,-0.43,6,2,4
2024-10-30,104241.74,-0.97,7,3,4
2024-10-31,103154.88,-2.0,7,3,4
2024-11-01,103950.03,-1.25,7,3,4
2024-11-04,103642.68,-1.54,7,3,4
2024-11-05,104421.16,-0.8,7,3,4
2024-11-06,106422.34,0.0,7,3,4
2024-11-07,107259.17,0.0,5,2,3
2024-11-08,107474.63,0.0,6,3,3
2024-11-11,107436.1,-0.04,5,3,2
2024-11-12,107062.49,-0.38,6,3,3
2024-11-13,106905.91,-0.53,5,2,3
2024-11-14,106572.53,-0.84,5,2,3
2024-11-15,105928.04,-1.44,5,2,3
2024-11-18,106030.29,-1.34,5,2,3
2024-11-19,105876.25,-1.49,5,2,3
2024-11-20,105828.51,-1.53,5,2,3
2024-11-21,105887.86,-1.48,5,2,3
2024-11-22,106151.15,-1.23,5,2,3
2024-11-25,106550.59,-0.86,5,2,3
2024-11-26,106734.01,-0.69,5,2,3
2024-11-27,106307.2,-1.09,5,2,3
2024-11-29,106505.73,-0.9,5,2,3
2024-12-02,106667.06,-0.75,5,2,3
2024-12-03,106555.38,-0.86,6,3,3
2024-12-04,107822.0,0.0,6,2,4
2024-12-05,107782.75,-0.04,5,1,4
2024-12-06,108041.84,0.0,5,1,4
2024-12-09,108109.13,0.0,4,1,3
2024-12-10,108003.98,-0.1,3,1,2
2024-12-11,108515.68,0.0,4,2,2
2024-12-12,107480.75,-0.95,3,2,1
2024-12-13,107274.19,-1.14,3,2,1
2024-12-16,107538.67,-0.9,3,2,1
2024-12-17,107573.27,-0.87,3,2,1
2024-12-18,106888.69,-1.5,3,2,1
2024-12-19,106336.34,-2.01,2,1,1
2024-12-20,106206.48,-2.13,2,1,1
2024-12-23,106362.78,-1.98,2,1,1
2024-12-24,106514.7,-1.84,2,1,1
2024-12-26,106444.82,-1.91,2,1,1
2024-12-27,106296.22,-2.05,2,1,1
2024-12-30,106113.58,-2.21,2,1,1
2024-12-31,105998.2,-2.32,2,1,1
2025-01-02,106122.08,-2.21,2,1,1
2025-01-03,106253.54,-2.08,2,1,1
2025-01-06,106642.29,-1.73,3,2,1
2025-01-07,106176.31,-2.16,3,2,1
2025-01-08,106120.15,-2.21,3,2,1
2025-01-10,105994.09,-2.32,3,2,1
2025-01-13,105809.41,-2.49,3,2,1
2025-01-14,105580.95,-2.7,3,2,1
2025-01-15,106120.83,-2.21,3,2,1
2025-01-16,105957.35,-2.36,3,2,1
2025-01-17,106130.28,-2.2,3,2,1
2025-01-21,106149.19,-2.18,4,3,1
2025-01-22,106540.63,-1.82,4,3,1
2025-01-23,106826.05,-1.56,5,3,2
2025-01-24,106771.37,-1.61,4,3,1
2025-01-27,106448.56,-1.9,3,2,1
2025-01-28,106604.05,-1.76,3,2,1
2025-01-29,106574.81,-1.79,3,2,1
2025-01-30,106171.31,-2.16,3,2,1
2025-01-31,106170.23,-2.16,3,2,1
2025-02-03,106142.63,-2.19,4,2,2
2025-02-04,106489.2,-1.87,4,2,2
2025-02-05,105960.93,-2.35,4,2,2
2025-02-06,106007.6,-2.31,6,3,3
2025-02-07,105572.08,-2.71,6,3,3
2025-02-10,105968.05,-2.35,6,3,3
2025-02-11,105809.59,-2.49,6,3,3
2025-02-12,105838.08,-2.47,6,3,3
2025-02-13,106252.3,-2.09,5,3,2
2025-02-14,106259.88,-2.08,5,3,2
2025-02-18,106305.56,-2.04,5,3,2
2025-02-19,106411.33,-1.94,5,3,2
2025-02-20,106241.24,-2.1,5,3,2
2025-02-21,105636.5,-2.65,4,3,1
2025-02-24,105333.9,-2.93,4,3,1
2025-02-25,105058.72,-3.19,3,3,0
2025-02-26,105122.27,-3.13,3,3,0
2025-02-27,104783.9,-3.44,3,3,0
2025-02-28,104904.94,-3.33,2,2,0
2025-03-03,104727.47,-3.49,2,2,0
2025-03-04,104590.0,-3.62,1,1,0
2025-03-05,104567.64,-3.64,1,1,0
2025-03-06,104565.06,-3.64,1,1,0
2025-03-07,104560.33,-3.64,1,1,0
2025-03-10,104529.8,-3.67,1,1,0
2025-03-11,104523.35,-3.68,1,1,0
2025-03-12,104562.05,-3.64,1,1,0
2025-03-13,104691.91,-3.52,1,1,0
2025-03-14,104706.96,-3.51,1,1,0
2025-03-17,104777.48,-3.44,1,1,0
2025-03-18,104787.37,-3.44,1,1,0
2025-03-19,104709.97,-3.51,1,1,0
2025-03-20,104703.09,-3.51,1,1,0
2025-03-21,104715.99,-3.5,1,1,0
2025-03-24,104714.27,-3.5,1,1,0
2025-03-25,104713.41,-3.5,1,1,0
2025-03-26,104586.61,-3.62,2,2,0
2025-03-27,104618.88,-3.59,2,2,0
2025-03-28,104412.56,-3.78,2,2,0
2025-03-31,104407.41,-3.79,2,2,0
2025-04-01,104362.84,-3.83,2,2,0
2025-04-02,104387.68,-3.8,2,2,0
2025-04-03,104335.0,-3.85,2,2,0
2025-04-04,103985.41,-4.17,2,2,0
2025-04-07,103861.52,-4.29,1,1,0
2025-04-08,103812.39,-4.33,0,0,0
2025-04-09,103812.39,-4.33,0,0,0
2025-04-10,103812.39,-4.33,0,0,0
2025-04-11,103812.39,-4.33,0,0,0
2025-04-14,103812.39,-4.33,0,0,0
2025-04-15,103812.39,-4.33,0,0,0
2025-04-16,103812.39,-4.33,0,0,0
2025-04-17,103812.39,-4.33,0,0,0
2025-04-21,103812.39,-4.33,0,0,0
2025-04-22,103812.39,-4.33,0,0,0
2025-04-23,103812.39,-4.33,0,0,0
2025-04-24,103812.39,-4.33,0,0,0
2025-04-25,103868.09,-4.28,2,2,0
2025-04-28,103880.31,-4.27,2,2,0
2025-04-29,103885.62,-4.27,2,2,0
2025-04-30,103928.23,-4.23,3,2,1
2025-05-01,103960.89,-4.2,3,2,1
2025-05-02,104125.21,-4.05,3,2,1
2025-05-05,103992.64,-4.17,3,2,1
2025-05-06,103936.69,-4.22,3,2,1
2025-05-07,104014.72,-4.15,3,2,1
2025-05-08,104128.26,-4.04,4,3,1
2025-05-09,104236.46,-3.94,4,3,1
2025-05-12,104675.92,-3.54,4,3,1
2025-05-13,104994.19,-3.25,4,3,1
2025-05-14,105166.82,-3.09,4,3,1
2025-05-15,105175.43,-3.08,4,3,1
2025-05-16,105197.86,-3.06,4,3,1
2025-05-19,105219.98,-3.04,5,3,2
2025-05-20,105137.66,-3.11,5,3,2
2025-05-21,105206.44,-3.05,5,3,2
2025-05-22,105352.24,-2.92,5,3,2
2025-05-23,105124.06,-3.13,4,2,2
2025-05-27,105557.26,-2.73,4,2,2
2025-05-28,105571.55,-2.71,3,2,1
2025-05-29,105493.96,-2.78,3,2,1
2025-05-30,105475.97,-2.8,3,2,1
2025-06-02,105394.8,-2.88,3,2,1
2025-06-03,105382.15,-2.89,3,2,1
2025-06-04,105491.29,-2.79,3,2,1
2025-06-05,105522.24,-2.76,3,2,1
2025-06-06,105666.39,-2.63,3,1,2
2025-06-09,105821.65,-2.48,4,1,3
2025-06-10,106171.51,-2.16,4,1,3
2025-06-11,106130.47,-2.2,6,3,3
2025-06-12,106107.3,-2.22,6,3,3
2025-06-13,105513.29,-2.77,6,3,3
2025-06-16,106084.43,-2.24,5,3,2
2025-06-17,105885.85,-2.42,5,3,2
2025-06-18,105688.81,-2.61,4,2,2
2025-06-20,105227.41,-3.03,5,3,2
2025-06-23,105354.53,-2.91,4,3,1
2025-06-24,105713.63,-2.58,4,3,1
2025-06-25,105860.38,-2.45,4,3,1
2025-06-26,106098.88,-2.23,4,3,1
2025-06-27,106238.41,-2.1,4,3,1
2025-06-30,106410.64,-1.94,3,3,0
2025-07-01,106197.55,-2.14,3,3,0
2025-07-02,106396.92,-1.95,3,3,0
2025-07-03,106443.41,-1.91,5,3,2
2025-07-07,106118.08,-2.21,5,3,2
2025-07-08,106148.27,-2.18,5,3,2
2025-07-09,106261.58,-2.08,5,3,2
2025-07-10,106360.61,-1.99,5,3,2
2025-07-11,105979.41,-2.34,5,3,2
2025-07-14,106011.03,-2.31,5,3,2
2025-07-15,106180.09,-2.15,5,3,2
2025-07-16,106370.26,-1.98,6,3,3
2025-07-17,106526.38,-1.83,5,3,2
2025-07-18,106571.76,-1.79,5,3,2
2025-07-21,106800.62,-1.58,5,3,2
2025-07-22,106770.34,-1.61,5,3,2
2025-07-23,106550.26,-1.81,4,2,2
2025-07-24,106622.62,-1.74,4,2,2
2025-07-25,106639.8,-1.73,4,2,2
2025-07-28,106707.86,-1.67,4,2,2
2025-07-29,106594.42,-1.77,5,2,3
2025-07-30,106549.65,-1.81,5,2,3
2025-07-31,106059.4,-2.26,4,2,2
2025-08-01,105663.43,-2.63,5,2,3
2025-08-04,106277.45,-2.06,5,2,3
2025-08-05,106072.5,-2.25,5,2,3
2025-08-06,105890.63,-2.42,5,2,3
2025-08-07,106054.33,-2.27,5,2,3
2025-08-08,106163.87,-2.17,4,1,3
2025-08-11,106032.53,-2.29,5,1,4
2025-08-12,106554.91,-1.81,5,1,4
2025-08-13,107022.0,-1.38,4,1,3
2025-08-14,106975.21,-1.42,4,1,3
2025-08-15,106967.52,-1.43,4,1,3
2025-08-18,106776.5,-1.6,4,1,3
2025-08-19,106599.43,-1.77,4,1,3
2025-08-20,106409.58,-1.94,4,1,3
2025-08-21,106264.01,-2.07,4,1,3
2025-08-22,106656.79,-1.71,4,1,3
2025-08-25,106603.73,-1.76,4,1,3
2025-08-26,106693.63,-1.68,5,1,4
2025-08-27,106627.97,-1.74,6,2,4
2025-08-28,106856.24,-1.53,7,3,4
2025-08-29,106740.86,-1.64,7,3,4
2025-09-02,106439.23,-1.91,7,3,4
2025-09-03,107406.36,-1.02,6,3,3
2025-09-04,107218.81,-1.2,6,3,3
2025-09-05,107415.59,-1.01,6,3,3
2025-09-08,107415.55,-1.01,7,2,5
2025-09-09,107616.8,-0.83,6,2,4
2025-09-10,107274.78,-1.14,6,3,3
2025-09-11,107626.93,-0.82,6,3,3
2025-09-12,107937.89,-0.53,6,3,3
2025-09-15,108284.63,-0.21,6,3,3
2025-09-16,108538.76,0.0,6,3,3
2025-09-17,108591.23,0.0,6,3,3
2025-09-18,108504.62,-0.08,6,3,3
2025-09-19,108881.78,0.0,5,3,2
2025-09-22,108856.98,-0.02,5,3,2
2025-09-23,108604.32,-0.25,6,3,3
2025-09-24,108736.3,-0.13,6,3,3
2025-09-25,108572.55,-0.28,6,3,3
2025-09-26,108679.22,-0.19,5,2,3
2025-09-29,108739.6,-0.13,5,2,3
2025-09-30,108640.67,-0.22,5,2,3
2025-10-01,108812.93,-0.06,6,2,4
2025-10-02,108848.29,-0.03,6,2,4
2025-10-03,108494.48,-0.36,7,3,4
2025-10-06,110234.78,0.0,6,2,4
2025-10-07,110023.62,-0.19,7,2,5
2025-10-08,110547.96,0.0,6,2,4
2025-10-09,110616.95,0.0,6,2,4
2025-10-10,109265.85,-1.22,5,2,3
2025-10-13,109512.11,-1.0,5,2,3
2025-10-14,109566.6,-0.95,5,2,3
2025-10-15,109785.87,-0.75,5,2,3
2025-10-16,109555.22,-0.96,5,2,3
2025-10-17,109965.11,-0.59,5,2,3
2025-10-20,110501.42,-0.1,5,2,3
2025-10-21,110837.6,0.0,6,2,4
2025-10-22,110374.49,-0.42,6,2,4
2025-10-23,110427.64,-0.37,6,2,4
2025-10-24,110442.13,-0.36,6,2,4
2025-10-27,110969.76,0.0,6,2,4
2025-10-28,111037.6,0.0,8,3,5
2025-10-29,110673.14,-0.33,8,3,5
2025-10-30,110126.87,-0.82,6,3,3
2025-10-31,110405.18,-0.57,6,3,3
2025-11-03,110617.91,-0.38,7,3,4
2025-11-04,109630.93,-1.27,7,3,4
2025-11-05,109893.87,-1.03,7,3,4
2025-11-06,108886.96,-1.94,7,3,4
2025-11-07,108694.99,-2.11,6,3,3
2025-11-10,109200.92,-1.65,6,3,3
2025-11-11,109267.22,-1.59,6,3,3
2025-11-12,109462.47,-1.42,6,3,3
2025-11-13,109362.07,-1.51,5,2,3
2025-11-14,109440.48,-1.44,5,2,3
2025-11-17,109096.21,-1.75,5,2,3
2025-11-18,108528.11,-2.26,5,2,3
2025-11-19,108438.91,-2.34,4,2,2
2025-11-20,108219.14,-2.54,1,0,1
2025-11-21,108300.79,-2.46,1,0,1
2025-11-24,108429.36,-2.35,1,0,1
2025-11-25,108505.31,-2.28,2,1,1
2025-11-26,108631.52,-2.17,2,1,1
2025-11-28,108814.98,-2.0,3,1,2
2025-12-01,108704.48,-2.1,3,1,2
2025-12-02,108921.21,-1.91,3,1,2
2025-12-03,108978.85,-1.85,4,1,3
2025-12-04,108572.39,-2.22,3,1,2
2025-12-05,108801.49,-2.01,4,2,2
2025-12-08,108407.5,-2.37,5,3,2
2025-12-09,108669.62,-2.13,5,3,2
2025-12-10,108787.97,-2.03,5,3,2
2025-12-11,108745.84,-2.06,5,3,2
2025-12-12,108318.85,-2.45,5,3,2
2025-12-15,108073.86,-2.67,5,3,2
2025-12-16,108119.82,-2.63,5,3,2
2025-12-17,107878.69,-2.84,4,2,2
2025-12-18,108058.44,-2.68,4,2,2
2025-12-19,108076.36,-2.67,4,2,2
2025-12-22,108130.55,-2.62,5,2,3
2025-12-23,108034.13,-2.7,6,3,3
2025-12-24,108210.92,-2.55,6,3,3
2025-12-26,108136.3,-2.61,6,3,3
2025-12-29,108190.51,-2.56,6,3,3
